"State","Area.Code","Phone","Account.Length","VMail.Message","Day.Mins","Eve.Mins","Night.Mins","Intl.Mins","CustServ.Calls","Intl.Plan","VMail.Plan","Day.Calls","Day.Charge","Eve.Calls","Eve.Charge","Night.Calls","Night.Charge","Intl.Calls","Intl.Charge","Churn"
"NY",415,4218537,181,0,161.3,124.4,262,14.1,0,1,0,83,27.42,83,10.57,98,11.79,3,3.81,"1"
"NC",415,4077258,54,0,190.5,259.7,141.5,9.7,2,1,0,108,32.39,108,22.07,111,6.37,2,2.62,"1"
"NC",408,3402855,118,39,153.8,123.3,117.8,9.2,1,1,1,106,26.15,111,10.48,103,5.3,6,2.48,"0"
"NJ",408,3428002,42,0,180.7,174.6,165.3,12,2,1,0,127,30.72,94,14.84,114,7.44,6,3.24,"0"
"OH",408,3556826,134,0,202.7,224.9,253.9,12.1,0,0,0,105,34.46,90,19.12,108,11.43,7,3.27,"0"
"TX",415,4023886,66,35,190.8,261.3,209.5,8.9,0,0,1,100,32.44,93,22.21,108,9.43,6,2.4,"0"
"WA",415,3365900,66,0,205.1,232.7,259.9,9.2,2,0,0,102,34.87,109,19.78,95,11.7,6,2.48,"0"
"TN",415,3397684,127,28,235.6,236.8,241.2,7.7,1,0,1,124,40.05,113,20.13,127,10.85,2,2.08,"0"
"CT",415,3356508,77,0,245.2,254.1,239.4,7.5,0,0,0,87,41.68,83,21.6,91,10.77,4,2.03,"1"
"NM",415,3486720,111,0,132.6,221.1,127.9,12.7,4,0,0,125,22.54,67,18.79,101,5.76,2,3.43,"1"
"NJ",415,4066400,125,0,182.3,139.8,171.6,11.6,2,0,0,64,30.99,121,11.88,96,7.72,7,3.13,"0"
"AL",510,3907370,115,14,192.3,88.7,229.4,10.5,2,0,1,86,32.69,90,7.54,120,10.32,3,2.84,"0"
"MN",510,3905055,115,0,122,220.2,179.7,10.8,2,1,0,110,20.74,100,18.72,124,8.09,2,2.92,"1"
"ND",415,3293458,118,39,91.5,219.9,229,12.7,2,0,1,125,15.56,113,18.69,99,10.31,8,3.43,"0"
"CO",510,3313842,59,0,153.6,205.5,114.5,12.5,1,0,0,92,26.11,88,17.47,89,5.15,10,3.38,"0"
"NY",415,3352274,21,0,244.7,168,281.5,6.6,1,0,0,81,41.6,117,14.28,87,12.67,1,1.78,"0"
"WI",408,3433227,142,24,239.8,285.9,256.7,9.5,0,0,1,103,40.77,65,24.3,106,11.55,4,2.57,"0"
"OR",415,3311391,149,0,242.5,245.4,219.6,10,3,0,0,83,41.23,97,20.86,80,9.88,3,2.7,"1"
"CO",510,3601643,54,39,117.6,159.2,236.4,11.3,2,0,1,82,19.99,60,13.53,113,10.64,10,3.05,"0"
"AL",510,3444970,68,0,157.3,220.9,218.9,12,1,0,0,83,26.74,85,18.78,129,9.85,7,3.24,"0"
"TX",415,4081486,201,21,192,239.1,116.1,15.1,1,0,1,97,32.64,81,20.32,125,5.22,3,4.08,"0"
"PA",510,3961648,88,0,218.2,169.3,141.1,8,1,0,0,76,37.09,60,14.39,99,6.35,1,2.16,"0"
"IL",415,3912022,85,29,144.6,140,165.4,10.9,1,0,1,97,24.58,102,11.9,148,7.44,3,2.94,"0"
"DE",415,4206465,51,0,153.6,232.9,214.2,14.1,0,1,0,108,26.11,85,19.8,92,9.64,4,3.81,"1"
"MO",510,3982628,45,29,135.8,222.5,235.6,7.9,2,0,1,104,23.09,101,18.91,92,10.6,6,2.13,"0"
"AR",510,4095519,116,0,160.7,146.8,287.8,8.2,0,0,0,69,27.32,106,12.48,144,12.95,5,2.21,"0"
"OH",408,3918554,146,31,202.5,241.4,169.6,7.8,1,0,1,91,34.43,108,20.52,77,7.63,2,2.11,"0"
"WI",510,3951693,63,34,152.2,227.1,195.7,12.3,1,0,1,119,25.87,91,19.3,103,8.81,5,3.32,"0"
"GA",510,3933194,133,0,227.4,73.2,114.3,4.7,0,0,0,90,38.66,135,6.22,99,5.14,7,1.27,"0"
"KY",408,3283402,125,0,191.6,205.6,210.2,9.2,2,0,0,115,32.57,108,17.48,123,9.46,3,2.48,"0"
"OH",510,4114781,72,0,138.9,211.6,179.5,10.8,1,0,0,111,23.61,102,17.99,91,8.08,3,2.92,"0"
"TN",408,4012581,130,0,127,206.9,231.7,6.1,0,0,0,102,21.59,107,17.59,99,10.43,6,1.65,"0"
"SD",415,3851214,97,0,168.6,259.2,279.8,7.3,1,0,0,87,28.66,105,22.03,123,12.59,4,1.97,"0"
"TX",415,3308142,79,0,144,135.8,212.4,13,1,0,0,90,24.48,91,11.54,129,9.56,4,3.51,"0"
"WV",415,3611404,92,47,141.6,207.9,203.6,10.2,0,0,1,95,24.07,130,17.67,95,9.16,11,2.75,"0"
"MI",415,3759671,59,0,204.3,247.3,214.7,12,1,0,0,65,34.73,123,21.02,94,9.66,4,3.24,"0"
"NE",510,4083606,21,0,225,244.2,221.2,10.7,0,0,0,110,38.25,111,20.76,93,9.95,4,2.89,"0"
"SD",415,3333595,93,0,176.1,199.7,263.9,8.5,2,0,0,103,29.94,130,16.97,96,11.88,6,2.3,"0"
"NJ",415,3797009,147,36,254.2,228.1,98,13.8,5,0,1,78,43.21,105,19.39,125,4.41,7,3.73,"0"
"CT",415,4097523,125,0,187.3,160.7,263.8,9.6,0,1,0,118,31.84,111,13.66,112,11.87,2,2.59,"1"
"MD",415,3502384,107,0,241.9,126.9,185.6,11.7,0,0,0,102,41.12,117,10.79,92,8.35,6,3.16,"0"
"ND",408,3481706,110,0,196.1,199.7,135.9,12.9,3,0,0,103,33.34,123,16.97,71,6.12,1,3.48,"0"
"KY",415,3413349,124,0,194,241,227.5,11.9,0,0,0,103,32.98,116,20.49,153,10.24,5,3.21,"0"
"CO",408,3774518,156,0,277,238.3,94.4,8.3,1,1,0,119,47.09,106,20.26,96,4.25,3,2.24,"0"
"KY",415,4188770,72,0,198.4,216.9,112.8,13.1,0,0,0,147,33.73,121,18.44,125,5.08,4,3.54,"0"
"IN",415,3329118,101,42,209.2,159.7,181.6,9.5,0,0,1,82,35.56,74,13.57,100,8.17,3,2.57,"0"
"OR",415,3861418,53,0,184.8,216.4,141.1,18.4,2,0,0,98,31.42,125,18.39,116,6.35,3,4.97,"0"
"DE",408,3289006,78,0,139.2,191.4,286.5,11.8,3,0,0,140,23.66,113,16.27,125,12.89,3,3.19,"0"
"NE",510,4084865,56,0,121.6,165.3,243.9,8.9,1,0,0,84,20.67,115,14.05,95,10.98,2,2.4,"0"
"OH",408,3966247,123,39,270.4,245.1,108.9,15.4,1,0,1,99,45.97,110,20.83,113,4.9,7,4.16,"0"
"AR",415,3969279,116,23,253,138.9,277.8,11.8,2,0,1,78,43.01,121,11.81,104,12.5,3,3.19,"0"
"TX",415,3561358,120,0,203.3,259.9,115.9,7.8,3,0,0,108,34.56,66,22.09,103,5.22,2,2.11,"0"
"WI",408,3607839,102,0,200.6,152.5,199.4,7.7,3,0,0,106,34.1,127,12.96,128,8.97,2,2.08,"0"
"OR",415,3648774,95,0,167.6,176,250.9,13.4,2,0,0,96,28.49,89,14.96,113,11.29,6,3.62,"0"
"VA",408,3485038,102,0,156.5,204.3,141.9,9.9,2,0,0,67,26.61,103,17.37,72,6.39,2,2.67,"0"
"OH",415,3979184,93,42,152.3,267.5,266.9,11.3,7,0,1,90,25.89,102,22.74,130,12.01,5,3.05,"0"
"WY",510,3984538,68,0,195.4,212.1,138.4,15.1,1,0,0,116,33.22,101,18.03,134,6.23,11,4.08,"0"
"IL",408,3826827,70,0,208.7,275.5,182.5,8,2,0,0,97,35.48,83,23.42,122,8.21,3,2.16,"0"
"MO",415,4081340,138,29,190.1,223.2,256.2,14.2,0,0,1,87,32.32,123,18.97,130,11.53,6,3.83,"0"
"MA",415,3587379,112,17,183.2,252.8,156.7,9.7,0,0,1,95,31.14,125,21.49,95,7.05,3,2.62,"0"
"NH",510,3971766,117,0,54.2,303.2,171.8,8.6,1,1,0,100,9.21,84,25.77,84,7.73,2,2.32,"1"
"IA",408,3312144,1,26,208,185,177.7,8.1,1,0,1,115,35.36,113,15.73,144,8,9,2.19,"0"
"AL",415,3457014,70,0,230.3,77.9,247.1,13.2,1,0,0,110,39.15,87,6.62,105,11.12,4,3.56,"0"
"OR",510,3951898,87,22,240.8,75.9,224.6,7.1,2,0,1,102,40.94,106,6.45,115,10.11,3,1.92,"0"
"WV",510,3738920,52,21,195.7,106.2,157.4,5.3,2,0,1,119,33.27,95,9.03,94,7.08,3,1.43,"0"
"WA",408,3738908,97,0,276.1,201.1,231.3,8.9,0,0,0,82,46.94,106,17.09,73,10.41,4,2.4,"1"
"NV",408,4151203,105,0,166.1,175.9,243.5,16.2,2,0,0,93,28.24,106,14.95,55,10.96,3,4.37,"0"
"WY",408,4057850,54,39,143.9,210.3,129.2,12.5,2,0,1,73,24.46,117,17.88,117,5.81,8,3.38,"0"
"FL",510,3947710,148,0,148.2,159.6,197.4,8.6,2,1,0,138,25.19,123,13.57,62,8.88,3,2.32,"0"
"PA",408,3424122,119,0,287.1,159.3,216.8,13.9,2,0,0,115,48.81,99,13.54,86,9.76,1,3.75,"1"
"NC",408,3401876,162,26,179.7,218.1,212.3,9.3,1,0,1,144,30.55,129,18.54,105,9.55,8,2.51,"1"
"MO",510,3836095,85,0,165.8,190,144,10.9,5,0,0,96,28.19,141,16.15,116,6.48,3,2.94,"1"
"KS",510,4131061,101,25,144.1,167.6,240,14.5,1,0,1,144,24.5,105,14.25,107,10.8,3,3.92,"0"
"KY",415,3435347,172,0,172.5,253.1,221.6,5.9,0,0,0,85,29.33,71,21.51,113,9.97,6,1.59,"0"
"CO",408,4197415,86,0,171.8,301.7,139.4,9.7,1,0,0,106,29.21,44,25.64,108,6.27,5,2.62,"0"
"NM",415,4072259,107,0,222.3,286,249.4,12.1,1,0,0,101,37.79,111,24.31,117,11.22,4,3.27,"1"
"TN",408,3683117,94,0,170.1,271.8,110.7,8.7,1,1,0,113,28.92,94,23.1,78,4.98,4,2.35,"0"
"MA",510,3525000,69,0,195.1,261.5,203.8,11.4,0,0,0,91,33.17,57,22.23,90,9.17,5,3.08,"0"
"MI",408,4057676,146,0,149.3,187.1,149.8,7.9,7,0,0,83,25.38,130,15.9,100,6.74,4,2.13,"1"
"MS",408,3875533,101,0,239,273,278.2,13.5,1,0,0,156,40.63,106,23.21,93,12.52,8,3.65,"1"
"AZ",415,3623660,43,0,179.3,252.7,227.5,8,0,0,0,97,30.48,126,21.48,114,10.24,5,2.16,"0"
"IN",408,3573577,69,0,185.3,219.1,243.6,5.5,0,0,0,91,31.5,88,18.62,107,10.96,5,1.49,"0"
"WI",510,3958330,107,25,248.6,119.3,194.3,12,1,0,1,91,42.26,115,10.14,83,8.74,1,3.24,"0"
"WV",510,3738895,67,0,152.5,252.4,185.4,4.9,2,0,0,131,25.93,107,21.45,104,8.34,3,1.32,"0"
"NY",415,3864581,99,0,145.6,230.9,181.5,11.4,1,0,0,102,24.75,87,19.63,86,8.17,7,3.08,"0"
"OK",415,3548191,46,0,164.2,196.2,236.1,8.1,1,0,0,116,27.91,153,16.68,119,10.62,1,2.19,"0"
"NC",408,3597562,55,0,221,165.4,235.4,9.7,1,1,0,115,37.57,97,14.06,117,10.59,4,2.62,"0"
"KY",415,3594336,39,0,295.4,232.1,204.4,11.5,1,0,0,126,50.22,117,19.73,123,9.2,2,3.11,"1"
"TX",510,3369901,92,0,139.8,174.9,201.6,9.4,2,0,0,98,23.77,143,14.87,135,9.07,7,2.54,"0"
"CT",415,4063069,56,0,162.3,149.1,255.5,14.8,4,0,0,99,27.59,78,12.67,115,11.5,1,4,"1"
"NE",415,3346519,76,0,272.7,236.4,235.5,7.7,0,0,0,97,46.36,95,20.09,105,10.6,2,2.08,"1"
"HI",408,3618113,132,33,200.3,226.6,198.8,12.9,2,1,1,75,34.05,67,19.26,91,8.95,3,3.48,"0"
"AK",510,3529130,51,12,135.8,200.6,192.4,12.3,2,1,1,60,23.09,134,17.05,98,8.66,7,3.32,"0"
"OK",510,4054109,105,28,156.1,107.1,167.7,14.7,0,1,1,89,26.54,114,9.1,95,7.55,3,3.97,"1"
"WA",408,3812498,117,0,191.1,282.8,84.8,12,2,0,0,93,32.49,56,24.04,118,3.82,4,3.24,"0"
"SD",415,3575696,91,0,153,141.1,171.5,10.3,1,0,0,123,26.01,127,11.99,76,7.72,15,2.78,"1"
"OH",415,4122947,135,0,218.8,242.8,85.8,10.3,4,0,0,123,37.2,64,20.64,80,3.86,3,2.78,"0"
"VA",415,3633571,146,0,205.4,134.9,310.5,10.3,3,0,0,101,34.92,77,11.47,83,13.97,2,2.78,"0"
"WI",415,4055403,147,0,225.2,184.9,143.2,9.9,0,1,0,111,38.28,98,15.72,146,6.44,1,2.67,"1"
"IN",510,3309354,68,0,249.9,254.5,273.2,8.9,2,0,0,127,42.48,118,21.63,98,12.29,6,2.4,"1"
"NM",408,3967091,68,0,131.6,137,256.3,10.2,3,0,0,89,22.37,109,11.65,107,11.53,5,2.75,"0"
"HI",408,3983004,86,21,197.9,165.6,208,10.1,0,0,1,99,33.64,100,14.08,120,9.36,9,2.73,"0"
"KY",415,4004020,131,0,166.5,210.2,257.2,9.9,1,0,0,129,28.31,107,17.87,93,11.57,5,2.67,"0"
"OH",415,3563448,86,29,225.4,187.1,281.1,12.9,1,0,1,79,38.32,112,15.9,112,12.65,3,3.48,"0"
"VT",415,3352019,159,0,275.8,189.5,223.9,7.4,2,0,0,103,46.89,108,16.11,93,10.08,5,2,"1"
"VT",510,3597648,113,0,207.2,256,211,9.9,1,0,0,113,35.22,80,21.76,87,9.49,1,2.67,"0"
"MO",408,4129190,132,0,206.2,211.2,196.2,10.2,1,0,0,100,35.05,118,17.95,122,8.83,6,2.75,"0"
"NJ",510,3845632,93,38,225.7,119.6,193.2,14,1,1,1,117,38.37,122,10.17,125,8.69,7,3.78,"1"
"NY",415,3439645,61,0,197.7,152.2,221,7,2,0,0,118,33.61,96,12.94,93,9.95,3,1.89,"0"
"MA",408,3835109,88,45,80.3,153.3,309.2,12.8,2,0,1,140,13.65,101,13.03,123,13.91,3,3.46,"0"
"NM",415,3827999,182,0,69.1,230.3,256.7,6.5,0,0,0,114,11.75,109,19.58,96,11.55,4,1.76,"0"
"CO",408,3281222,118,0,188.8,217.4,220.1,8.2,4,0,0,60,32.1,64,18.48,100,9.9,7,2.21,"0"
"NH",408,3711727,103,0,150.6,169.1,221.2,10.4,8,0,0,125,25.6,126,14.37,104,9.95,8,2.81,"1"
"IL",510,3698871,65,0,192,139.5,187.4,5.5,2,0,0,89,32.64,88,11.86,102,8.43,4,1.49,"0"
"UT",408,3359726,61,25,163.7,113.2,134.1,9.9,3,0,1,78,27.83,112,9.62,118,6.03,3,2.67,"0"
"NJ",415,4229964,72,0,175.5,132.3,242.9,11.8,1,0,0,103,29.84,120,11.25,96,10.93,3,3.19,"0"
"WA",408,3824932,100,0,70.8,215.6,230.8,9.5,6,0,0,94,12.04,102,18.33,125,10.39,1,2.57,"1"
"NM",415,4047518,67,0,215.5,190.7,214.5,8.6,1,0,0,102,36.64,95,16.21,106,9.65,6,2.32,"0"
"DE",415,3531954,136,0,101.7,202.8,136.2,9.4,3,0,0,105,17.29,99,17.24,119,6.13,6,2.54,"0"
"CT",415,3323642,124,0,131.8,284.3,305.5,11.3,1,0,0,82,22.41,119,24.17,101,13.75,2,3.05,"0"
"NJ",415,4123898,84,0,190.2,197.7,247.5,9.8,2,0,0,102,32.33,141,16.8,102,11.14,6,2.65,"0"
"OK",510,3562302,110,0,188,90.5,150.3,15.3,3,0,0,127,31.96,118,7.69,64,6.76,3,4.13,"0"
"TN",510,3459018,102,0,103.1,275,141.1,11.2,1,0,0,70,17.53,129,23.38,92,6.35,5,3.02,"0"
"WY",415,3656205,70,0,175.4,159.5,260.6,11.6,0,0,0,130,29.82,130,13.56,96,11.73,4,3.13,"0"
"NY",415,3371151,142,0,145.4,209.1,214,10.9,1,0,0,93,24.72,98,17.77,96,9.63,1,2.94,"0"
"DE",510,3744664,81,0,250.6,187.9,120.3,7.8,1,1,0,85,42.6,50,15.97,131,5.41,5,2.11,"0"
"RI",415,3969656,17,0,161.5,214.2,315,8.6,1,0,0,123,27.46,81,18.21,106,14.18,5,2.32,"0"
"PA",408,3775043,119,0,260.1,256.5,229.1,10,1,0,0,101,44.22,68,21.8,89,10.31,2,2.7,"1"
"HI",415,4017359,105,0,281.3,301.5,202.8,8.7,0,0,0,124,47.82,96,25.63,109,9.13,3,2.35,"1"
"MD",415,3752184,108,42,130.1,167,244.7,13.6,3,1,1,90,22.12,128,14.2,80,11.01,5,3.67,"1"
"VA",415,3676005,90,0,102,113.3,188.6,11.4,2,0,0,118,17.34,134,9.63,105,8.49,3,3.08,"0"
"IN",415,3642166,100,33,218.7,155,99,12.1,1,0,1,104,37.18,144,13.18,117,4.46,4,3.27,"0"
"WI",415,3718452,123,0,172.2,162.6,250.3,8.7,1,0,0,92,29.27,76,13.82,101,11.26,4,2.35,"0"
"MO",415,4105250,42,0,184.5,200.5,279.2,8.8,2,0,0,98,31.37,93,17.04,91,12.56,3,2.38,"0"
"NV",510,3361574,125,0,168.6,175.6,243.3,10.9,0,0,0,99,28.66,107,14.93,92,10.95,7,2.94,"0"
"HI",415,4068324,131,30,174,205.3,218.2,6.7,1,0,1,118,29.58,81,17.45,90,9.82,3,1.81,"0"
"WA",415,4117110,107,0,230.4,257.4,107.3,8.5,1,0,0,65,39.17,80,21.88,88,4.83,3,2.3,"0"
"IL",408,3419907,48,0,198.2,202.8,146.4,5.1,1,0,0,73,33.69,115,17.24,73,6.59,5,1.38,"0"
"IL",510,4008952,76,0,186.1,211.6,230.6,8,0,0,0,96,31.64,100,17.99,100,10.38,4,2.16,"0"
"LA",415,3339266,128,0,148.5,243,255.2,6.8,1,0,0,105,25.25,106,20.66,114,11.48,2,1.84,"0"
"WI",415,4194894,73,0,157.1,268.8,181.5,10,0,0,0,109,26.71,83,22.85,91,8.17,8,2.7,"0"
"TX",415,3649904,52,0,155,133.4,176.1,7,4,0,0,110,26.35,104,11.34,84,7.92,4,1.89,"1"
"MI",415,3943048,126,26,129.3,176.5,154.5,9.6,1,1,1,123,21.98,114,15,102,6.95,7,2.59,"0"
"NC",415,3526265,124,0,188.5,182,218.2,6.1,1,0,0,77,32.05,123,15.47,127,9.82,6,1.65,"0"
"ND",510,3738483,71,0,238,278.5,193.1,11.8,0,0,0,82,40.46,94,23.67,134,8.69,10,3.19,"1"
"NE",415,3759930,139,0,211.1,206.9,193.9,5.6,0,0,0,103,35.89,108,17.59,70,8.73,4,1.51,"0"
"MS",510,3526282,107,30,198.9,207,159.8,12.6,3,0,1,87,33.81,90,17.6,76,7.19,4,3.4,"0"
"KY",408,3962945,147,0,212.8,204.1,156.2,10.2,1,0,0,79,36.18,91,17.35,113,7.03,2,2.75,"0"
"RI",510,4123527,116,0,137.4,120,130.3,12.4,3,0,0,126,23.36,94,10.2,64,5.86,2,3.35,"0"
"TX",510,4139055,38,0,149,49.2,163.3,13.9,0,0,0,92,25.33,78,4.18,93,7.35,11,3.75,"0"
"DE",408,3638755,63,0,117.1,249.6,162.2,11.1,3,0,0,118,19.91,90,21.22,84,7.3,4,3,"0"
"RI",415,3601776,131,0,112.8,199.4,142.7,10.1,0,0,0,133,19.18,116,16.95,105,6.42,5,2.73,"0"
"MS",510,4113578,158,0,175.9,188.3,188.3,11,1,0,0,105,29.9,88,16.01,98,8.47,6,2.97,"0"
"NY",510,3997268,139,0,236.6,169.9,212.3,11.1,1,0,0,109,40.22,107,14.44,118,9.55,2,3,"1"
"WI",415,3592197,140,0,129.6,246.2,172.1,9.4,3,0,0,79,22.03,99,20.93,124,7.74,10,2.54,"0"
"KY",408,4079290,72,0,177.1,184.7,174.1,8,1,0,0,97,30.11,105,15.7,94,7.83,6,2.16,"0"
"SD",510,3586672,52,20,133.3,184.1,272.9,13.5,1,0,1,63,22.66,123,15.65,107,12.28,2,3.65,"0"
"VA",510,3934621,103,0,167.8,212.9,208.2,13,5,0,0,121,28.53,123,18.1,73,9.37,3,3.51,"0"
"ND",415,3511466,124,0,150.3,255.9,136.7,12.5,2,0,0,101,25.55,112,21.75,62,6.15,4,3.38,"0"
"CO",510,3946668,85,21,283.2,239.7,149.5,6.3,5,0,1,110,48.14,108,20.37,80,6.73,1,1.7,"0"
"KY",408,4032673,113,20,157.8,161.5,271.5,8.7,5,0,1,83,26.83,56,13.73,100,12.22,2,2.35,"1"
"WA",408,3551735,71,0,141.2,149.1,171.4,7,2,0,0,132,24,90,12.67,72,7.71,2,1.89,"0"
"NV",415,4167679,177,27,230.2,196.1,215.4,10.4,1,0,1,106,39.13,78,16.67,108,9.69,2,2.81,"0"
"RI",510,4174826,106,0,204,168.5,164,13.3,3,1,0,84,34.68,61,14.32,102,7.38,3,3.59,"1"
"ID",510,4086676,60,0,221.1,178.6,202.7,7.4,1,0,0,106,37.59,48,15.18,90,9.12,3,2,"0"
"KY",408,4176683,43,0,177.2,142.6,314.1,12.7,4,0,0,93,30.12,60,12.12,144,14.13,2,3.43,"0"
"ME",510,3316270,66,0,118,248.1,214.4,5.3,1,0,0,133,20.06,99,21.09,122,9.65,5,1.43,"0"
"SD",415,4049754,125,0,163.8,255.6,192.9,15.7,0,0,0,73,27.85,85,21.73,95,8.68,4,4.24,"0"
"SC",510,3649425,114,4,141.3,230.4,223.7,9.4,3,0,1,96,24.02,88,19.58,85,10.07,3,2.54,"0"
"MT",408,3622787,101,16,118.9,228.3,180.1,8.2,2,0,1,112,20.21,97,19.41,111,8.1,5,2.21,"0"
"WI",415,4059233,70,0,7.9,136.4,156.6,12.1,0,0,0,100,1.34,83,11.59,89,7.05,1,3.27,"0"
"AZ",408,3859657,59,0,150.2,185.7,212.5,12.1,1,0,0,70,25.53,98,15.78,128,9.56,2,3.27,"0"
"MT",415,4205652,124,30,144.5,262.3,226.5,12,2,0,1,35,24.57,101,22.3,82,10.19,7,3.24,"0"
"VA",510,3345634,150,0,169.2,216.8,179.4,12.6,1,0,0,123,28.76,83,18.43,107,8.07,3,3.4,"0"
"MA",510,4034200,81,0,220.8,148.5,183.9,7.6,2,0,0,77,37.54,87,12.62,100,8.28,3,2.05,"0"
"MD",510,3692899,84,0,169.5,157.6,98.2,10.6,0,0,0,96,28.82,94,13.4,70,4.42,7,2.86,"0"
"NV",510,3811026,118,35,256.3,258.1,215.5,11.7,1,0,1,119,43.57,91,21.94,130,9.7,1,3.16,"0"
"CO",415,3888722,89,0,179.7,299.8,185.3,7.6,1,0,0,128,30.55,92,25.48,120,8.34,3,2.05,"0"
"AR",415,3803974,85,0,96.7,193.8,171.7,9.7,2,0,0,97,16.44,95,16.47,88,7.73,3,2.62,"0"
"WY",408,3387232,160,0,82.7,194.6,159,10.9,0,0,0,116,14.06,95,16.54,54,7.15,9,2.94,"0"
"PA",415,3345223,28,0,168.2,161.7,192.4,10.1,3,0,0,87,28.59,92,13.74,112,8.66,3,2.73,"0"
"TX",408,3408323,73,0,286.4,178.2,214.2,10.7,1,0,0,109,48.69,67,15.15,152,9.64,14,2.89,"1"
"NY",408,3376851,156,0,174.3,186.6,258.2,12.9,3,0,0,95,29.63,128,15.86,105,11.62,5,3.48,"0"
"CA",510,3352261,77,0,175.5,205.1,245.2,17.8,4,0,0,86,29.84,78,17.43,100,11.03,3,4.81,"0"
"NY",415,3431458,119,0,133.4,204.6,196.9,11.1,1,0,0,102,22.68,71,17.39,103,8.86,7,3,"0"
"AR",510,4154875,91,27,204.6,136,210.5,6.6,3,0,1,96,34.78,93,11.56,82,9.47,2,1.78,"0"
"MI",510,3812726,102,0,242.2,233.2,188.5,6.2,3,0,0,88,41.17,89,19.82,121,8.48,6,1.67,"0"
"OK",415,3953852,86,33,253.1,210.1,95,11.9,3,0,1,112,43.03,94,17.86,98,4.27,4,3.21,"0"
"TX",415,3587914,82,0,130,185.3,178.7,8.3,0,0,0,110,22.1,88,15.75,105,8.04,4,2.24,"0"
"NC",408,3326958,89,0,105.9,189.6,170.9,12.7,0,0,0,151,18,142,16.12,67,7.69,7,3.43,"0"
"ID",415,3551019,86,0,194.2,193.8,192,9.3,3,0,0,98,33.01,95,16.47,123,8.64,7,2.51,"0"
"IL",408,3829447,134,0,183.8,123.5,160.7,6.1,1,0,0,111,31.25,92,10.5,105,7.23,2,1.65,"0"
"OR",415,3868536,92,0,196.5,190,163.2,10.8,2,0,0,82,33.41,89,16.15,99,7.34,2,2.92,"0"
"NE",408,3606416,64,0,261.9,148.1,145.2,13.8,0,0,0,113,44.52,99,12.59,74,6.53,4,3.73,"0"
"ID",415,4105963,153,22,167.7,246.8,203.9,7.5,1,0,1,104,28.51,91,20.98,117,9.18,11,2.03,"0"
"ME",415,3996642,41,30,191.7,193,149.4,11.1,1,0,1,109,32.59,86,16.41,93,6.72,4,3,"0"
"NY",415,3911793,104,26,189.1,178.2,199.3,11.1,1,0,1,112,32.15,97,15.15,104,8.97,4,3,"0"
"DE",408,3525542,115,0,127.7,182.9,172.9,10.6,1,0,0,67,21.71,90,15.55,92,7.78,7,2.86,"0"
"OK",415,3868118,87,0,205.2,99.5,189.5,13.4,1,0,0,106,34.88,122,8.46,75,8.53,3,3.62,"0"
"IN",510,3824952,119,0,154.5,193.6,180.9,13.4,2,0,0,129,26.27,87,16.46,145,8.14,3,3.62,"0"
"NV",415,3872698,69,0,153.7,194,256.1,14.1,1,0,0,109,26.13,105,16.49,114,11.52,6,3.81,"0"
"IL",408,4171360,87,36,171.2,185.8,227.6,10.8,1,1,1,138,29.1,102,15.79,97,10.24,3,2.92,"0"
"SD",510,4084836,93,0,328.1,151.7,303.5,8.7,1,0,0,106,55.78,89,12.89,114,13.66,3,2.35,"1"
"IA",510,4088910,130,0,139.1,246,207.2,11.4,5,0,0,72,23.65,112,20.91,121,9.32,9,3.08,"0"
"NJ",415,3993840,151,0,118.9,278.3,194.8,13.2,2,0,0,128,20.21,65,23.66,61,8.77,10,3.56,"0"
"NJ",408,3678692,162,0,217.6,279,250.7,10.4,2,0,0,87,36.99,71,23.72,65,11.28,4,2.81,"1"
"MT",415,3874504,60,0,145,209.1,328.5,14.6,1,0,0,133,24.65,92,17.77,112,14.78,2,3.94,"0"
"WA",415,3697903,132,0,240.1,180.4,133.4,8,3,0,0,115,40.82,91,15.33,122,6,6,2.16,"0"
"TX",408,3354888,136,0,269.8,228.8,257.5,10.1,1,0,0,106,45.87,101,19.45,106,11.59,8,2.73,"1"
"IA",510,3494070,105,15,88.1,175.9,269.9,9.7,2,0,1,125,14.98,142,14.95,85,12.15,1,2.62,"0"
"GA",408,3561952,64,0,124.1,192.8,162.9,6.4,3,0,0,117,21.1,108,16.39,84,7.33,5,1.73,"0"
"MT",510,4167866,80,30,184.2,167.5,212.8,10,0,1,1,132,31.31,109,14.24,114,9.58,10,2.7,"0"
"VT",415,3389950,120,0,149.2,193.6,248.9,11.1,1,0,0,98,25.36,88,16.46,119,11.2,5,3,"0"
"SD",510,4127278,103,0,206.5,180.2,220.6,12.2,3,0,0,125,35.11,113,15.32,95,9.93,4,3.29,"0"
"OH",510,3471263,164,27,159.7,168.8,244.1,9.6,3,0,1,102,27.15,113,14.35,127,10.98,9,2.59,"0"
"OH",415,3865684,116,27,204.7,209.4,212.9,7,2,0,1,118,34.8,91,17.8,67,9.58,2,1.89,"0"
"MT",408,3344354,121,0,213.2,120.7,244.4,7.5,1,0,0,79,36.24,116,10.26,102,11,4,2.03,"0"
"IL",415,3985970,55,0,269.6,171.7,219,8.2,1,1,0,121,45.83,91,14.59,98,9.86,6,2.21,"0"
"NV",415,3303429,183,0,116.7,213.8,214.3,9.7,2,0,0,92,19.84,112,18.17,112,9.64,6,2.62,"0"
